dataset,column,row_index,value,is_outlier,severity,iqr_outlier,robust_z_outlier,criteria_count,q1,q3,iqr,iqr_lower_fence,iqr_upper_fence,distance_beyond_iqr_fence,distance_in_iqr_units,robust_z
tips,document_amount,788,508.35,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,211.72500000000002,2.348585690515807,6.756672435105068
tips,document_amount,878,408.2,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,111.57499999999999,1.237659456461453,5.086680469715698
tips,document_amount,932,308.8,True,candidate,True,False,1,71.25,161.4,90.15,-63.97500000000002,296.625,12.175000000000011,0.13505268996117595,3.429194684796044
tips,document_amount,933,438.75,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,142.125,1.576539101497504,5.596098887515451
tips,document_amount,944,300.05,True,candidate,True,False,1,71.25,161.4,90.15,-63.97500000000002,296.625,3.4250000000000114,0.03799223516361632,3.283289245982695
tips,document_amount,950,311.45,True,candidate,True,False,1,71.25,161.4,90.15,-63.97500000000002,296.625,14.824999999999989,0.16444814198557944,3.4733831891223725
tips,document_amount,975,311.6,True,candidate,True,False,1,71.25,161.4,90.15,-63.97500000000002,296.625,14.975000000000023,0.16611203549639514,3.475884425216316
tips,document_amount,985,339.35,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,42.72500000000002,0.4739323349972271,3.938613102595797
tips,document_amount,994,395.5,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,98.875,1.0967831392124237,4.874909147095179
tips,document_amount,1003,372.7,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,76.07499999999999,0.8438713255684968,4.494721260815821
tips,document_amount,1011,327.1,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,30.475000000000023,0.3380476982806436,3.734345488257108
tips,document_amount,1072,297.95,True,candidate,True,False,1,71.25,161.4,90.15,-63.97500000000002,296.625,1.3249999999999886,0.014697726012201758,3.24827194066749
tips,document_amount,1081,369.75,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,73.125,0.8111480865224625,4.445530284301607
tips,document_amount,1084,337.65,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,41.02499999999998,0.4550748752079864,3.9102657601977744
tips,document_amount,1152,1287.95,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,991.325,10.996394897393234,19.75643016069221
tips,document_amount,1185,549.05,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,252.42499999999995,2.8000554631170265,7.435341161928306
tips,document_amount,1196,307.05,True,candidate,True,False,1,71.25,161.4,90.15,-63.97500000000002,296.625,10.425000000000011,0.11564059900166401,3.4000135970333742
tips,document_amount,1200,493.25,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,196.625,2.1810870770937325,6.504881334981459
tips,document_amount,1230,399.05,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,102.42500000000001,1.1361619523017195,4.934105067985166
tips,document_amount,1257,313.75,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,17.125,0.18996117581808097,3.511735475896168
tips,document_amount,1335,433.65,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,137.02499999999998,1.5199667221297835,5.511056860321384
tips,document_amount,1337,321.35,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,24.725000000000023,0.27426511369939016,3.6384647713226204
tips,document_amount,1340,306.1,True,candidate,True,False,1,71.25,161.4,90.15,-63.97500000000002,296.625,9.475000000000023,0.10510260676650052,3.384172435105068
tips,document_amount,1343,387.7,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,91.07499999999999,1.0102606766500275,4.744844870210136
tips,document_amount,1344,304.35,True,candidate,True,False,1,71.25,161.4,90.15,-63.97500000000002,296.625,7.725000000000023,0.0856905158069886,3.354991347342398
tips,document_amount,1355,313.5,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,16.875,0.18718801996672213,3.5075667490729288
tips,document_amount,1361,448.6,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,151.97500000000002,1.6858014420410428,5.76034672435105
tips,document_amount,1476,440.4,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,143.77499999999998,1.5948419301164722,5.623612484548825
tips,document_amount,1552,364.4,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,67.77499999999998,0.7518025513033829,4.356319530284301
tips,document_amount,1603,344.25,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,47.625,0.5282861896838602,4.0203201483312725
tips,document_amount,1638,354.5,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,57.875,0.6419855795895729,4.191237948084054
tips,document_amount,1639,319.3,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,22.67500000000001,0.2515252357182475,3.6042812113720637
tips,document_amount,1645,523.75,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,227.125,2.519412090959512,7.013466007416564
tips,document_amount,1655,384.9,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,88.27499999999998,0.9792013311148083,4.698155129789863
tips,document_amount,1669,359.5,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,62.875,0.6974486966167498,4.274612484548826
tips,document_amount,1696,429.3,True,strong,True,True,2,71.25,161.4,90.15,-63.97500000000002,296.625,132.675,1.4717138103161398,5.4385210135970325
tips,tip,52,19.4,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,7.849999999999998,2.121621621621621,5.993414285714286
tips,tip,53,15.55,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,4.0,1.081081081081081,4.509514285714286
tips,tip,80,12.05,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,0.5,0.13513513513513511,3.160514285714286
tips,tip,107,11.7,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,0.14999999999999858,0.040540540540540154,3.0256142857142856
tips,tip,143,18.9,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,7.349999999999998,1.9864864864864857,5.800699999999999
